,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
52,Printing Media/Paper Feed-SA,89,53,36,13,1416,0.5955056179775281,0.803030303030303,0.19696969696969696,0.4044943820224719
53,Printing Media/CD/DVD Printing-SA,20,8,12,2,1496,0.4,0.8,0.2,0.6
54,Printing Media/Media Size-SA,4,0,4,5,1509,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,73,36,11,1398,0.6697247706422018,0.8690476190476191,0.13095238095238096,0.3302752293577982
56,Customer Care/Agent Follow Up-SA,2,1,1,0,1516,0.5,1.0,0.0,0.5
57,Customer Care/Agent Knowledge-SA,14,4,10,2,1502,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.7142857142857143
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,2,1513,0.0,0.0,1.0,1.0
60,Customer Care/Warranty Terms-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
61,Customer Care/Agent Courtesy-SA,6,0,6,0,1512,NA,NA,NA,NA
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,15,39,8,1456,0.2777777777777778,0.6521739130434783,0.34782608695652173,0.7222222222222222
72,Software/3rd Party Software-SA,2,0,2,2,1514,0.0,0.0,1.0,1.0
73,Software/Driver Performance-SA,12,4,8,5,1501,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666
74,Product Documentation/Documentation Clarity-SA,16,2,14,5,1497,0.125,0.2857142857142857,0.7142857142857143,0.875
75,Product Documentation/Documentation Format-SA,9,1,8,2,1507,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.8888888888888888
76,Feature Request/Paper Feed Options-SA,20,10,10,5,1493,0.5,0.6666666666666666,0.3333333333333333,0.5
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,3,1,0,1514,0.75,1.0,0.0,0.25
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
82,Software Function/Usability: Interface-SA,0,0,0,1,1517,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,28,68,12,1410,0.2916666666666667,0.7,0.3,0.7083333333333334
88,Fax/Scan Function/Fax/Scan Quality-SA,7,2,5,3,1508,0.2857142857142857,0.4,0.6,0.7142857142857143
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,31,26,41,1420,0.543859649122807,0.4305555555555556,0.5694444444444444,0.45614035087719296
93,Overall,2109,1175,934,480,138585,0.5571360834518729,0.7099697885196374,0.29003021148036257,0.44286391654812707
