,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
43,Error Messages/Non-specific/Unknown-SA,64,35,29,9,1445,0.546875,0.7954545454545454,0.20454545454545456,0.453125
44,Error Messages/Scanner Error-SA,6,4,2,5,1507,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.3333333333333333
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,30,8,5,1475,0.7894736842105263,0.8571428571428571,0.14285714285714285,0.21052631578947367
47,Ink/Ink Consumption-SA,85,65,20,46,1387,0.7647058823529411,0.5855855855855856,0.4144144144144144,0.23529411764705882
48,Ink/Clogged Nozzles-SA,5,1,4,1,1512,0.2,0.5,0.5,0.8
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,1,11,2,1504,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.9166666666666666
51,Ink/Ink Level Warning-SA,9,4,5,13,1496,0.4444444444444444,0.23529411764705882,0.7647058823529411,0.5555555555555556
52,Printing Media/Paper Feed-SA,89,63,26,22,1407,0.7078651685393258,0.7411764705882353,0.25882352941176473,0.29213483146067415
53,Printing Media/CD/DVD Printing-SA,20,6,14,2,1496,0.3,0.75,0.25,0.7
54,Printing Media/Media Size-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,67,42,6,1403,0.6146788990825688,0.9178082191780822,0.0821917808219178,0.3853211009174312
56,Customer Care/Agent Follow Up-SA,2,1,1,0,1516,0.5,1.0,0.0,0.5
57,Customer Care/Agent Knowledge-SA,14,3,11,3,1501,0.21428571428571427,0.5,0.5,0.7857142857142857
58,Customer Care/Email Support-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
59,Customer Care/Hours of Operation-SA,3,0,3,2,1513,0.0,0.0,1.0,1.0
60,Customer Care/Warranty Terms-SA,1,0,1,0,1517,NA,NA,NA,NA
61,Customer Care/Agent Courtesy-SA,6,0,6,1,1511,0.0,0.0,1.0,1.0
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,0,1,0,1517,NA,NA,NA,NA
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,22,32,6,1458,0.4074074074074074,0.7857142857142857,0.21428571428571427,0.5925925925925926
72,Software/3rd Party Software-SA,2,0,2,1,1515,0.0,0.0,1.0,1.0
73,Software/Driver Performance-SA,12,4,8,16,1490,0.3333333333333333,0.2,0.8,0.6666666666666666
74,Product Documentation/Documentation Clarity-SA,16,5,11,10,1492,0.3125,0.3333333333333333,0.6666666666666666,0.6875
75,Product Documentation/Documentation Format-SA,9,1,8,8,1501,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888
76,Feature Request/Paper Feed Options-SA,20,14,6,10,1488,0.7,0.5833333333333334,0.4166666666666667,0.3
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,3,1,14,1500,0.75,0.17647058823529413,0.8235294117647058,0.25
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,0,1517,NA,NA,NA,NA
82,Software Function/Usability: Interface-SA,0,0,0,2,1516,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,37,59,16,1406,0.3854166666666667,0.6981132075471698,0.3018867924528302,0.6145833333333334
88,Fax/Scan Function/Fax/Scan Quality-SA,7,2,5,3,1508,0.2857142857142857,0.4,0.6,0.7142857142857143
89,Fax/Scan Function/Fax/Scan Speed-SA,4,1,3,1,1513,0.25,0.5,0.5,0.75
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,30,27,33,1428,0.5263157894736842,0.47619047619047616,0.5238095238095238,0.47368421052631576
93,Overall,2109,1268,841,636,138429,0.6012328117591276,0.6659663865546218,0.33403361344537813,0.39876718824087243
