,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
22,OS Compatibility/Non-Specific O.S. Compatibility-SA,3,0,3,0,1515,NA,NA,NA,NA
23,Print Quality/Color Print Quality-SA,56,22,34,7,1455,0.39285714285714285,0.7586206896551724,0.2413793103448276,0.6071428571428571
24,Print Quality/Overall Print Quality-SA,93,57,36,56,1369,0.6129032258064516,0.504424778761062,0.49557522123893805,0.3870967741935484
25,Print Quality/Monochrome Print Quality-SA,25,5,20,9,1484,0.2,0.35714285714285715,0.6428571428571429,0.8
26,Print Quality/Print Speed-SA,56,31,25,17,1445,0.5535714285714286,0.6458333333333334,0.3541666666666667,0.44642857142857145
27,Print Quality/Borders/Margins-SA,4,0,4,0,1514,NA,NA,NA,NA
28,Print Quality/Duplex Printing-SA,19,5,14,11,1488,0.2631578947368421,0.3125,0.6875,0.7368421052631579
29,Print Quality/Print Banding-SA,1,0,1,0,1517,NA,NA,NA,NA
30,Print Quality/Print Permanence-SA,0,0,0,0,1518,NA,NA,NA,NA
31,Error Messages/Busy Message-SA,1,0,1,0,1517,NA,NA,NA,NA
32,Error Messages/Error 1007-SA,3,0,3,0,1515,NA,NA,NA,NA
33,Error Messages/Error 1008-SA,3,0,3,0,1515,NA,NA,NA,NA
34,Error Messages/Error 1403-SA,1,0,1,0,1517,NA,NA,NA,NA
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,0,1516,NA,NA,NA,NA
37,Error Messages/Error 5100-SA,0,0,0,0,1518,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
39,Error Messages/Error 6001-SA,2,0,2,0,1516,NA,NA,NA,NA
40,Error Messages/Error B200-SA,15,8,7,0,1503,0.5333333333333333,1.0,0.0,0.4666666666666667
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,41,23,17,1437,0.640625,0.7068965517241379,0.29310344827586204,0.359375
44,Error Messages/Scanner Error-SA,6,2,4,0,1512,0.3333333333333333,1.0,0.0,0.6666666666666666
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,23,15,5,1475,0.6052631578947368,0.8214285714285714,0.17857142857142858,0.39473684210526316
47,Ink/Ink Consumption-SA,85,54,31,27,1406,0.6352941176470588,0.6666666666666666,0.3333333333333333,0.36470588235294116
48,Ink/Clogged Nozzles-SA,5,0,5,1,1512,0.0,0.0,1.0,1.0
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,0,12,0,1506,NA,NA,NA,NA
51,Ink/Ink Level Warning-SA,9,4,5,6,1503,0.4444444444444444,0.4,0.6,0.5555555555555556
52,Printing Media/Paper Feed-SA,89,48,41,11,1418,0.5393258426966292,0.8135593220338984,0.1864406779661017,0.4606741573033708
53,Printing Media/CD/DVD Printing-SA,20,1,19,1,1497,0.05,0.5,0.5,0.95
54,Printing Media/Media Size-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,86,23,23,1386,0.7889908256880734,0.7889908256880734,0.21100917431192662,0.21100917431192662
56,Customer Care/Agent Follow Up-SA,2,0,2,0,1516,NA,NA,NA,NA
57,Customer Care/Agent Knowledge-SA,14,4,10,7,1497,0.2857142857142857,0.36363636363636365,0.6363636363636364,0.7142857142857143
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,0,1515,NA,NA,NA,NA
60,Customer Care/Warranty Terms-SA,1,0,1,2,1515,0.0,0.0,1.0,1.0
61,Customer Care/Agent Courtesy-SA,6,0,6,1,1511,0.0,0.0,1.0,1.0
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,0,1517,NA,NA,NA,NA
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,0,1,0,1517,NA,NA,NA,NA
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,28,26,21,1443,0.5185185185185185,0.5714285714285714,0.42857142857142855,0.48148148148148145
72,Software/3rd Party Software-SA,2,0,2,0,1516,NA,NA,NA,NA
73,Software/Driver Performance-SA,12,0,12,0,1506,NA,NA,NA,NA
74,Product Documentation/Documentation Clarity-SA,16,1,15,4,1498,0.0625,0.2,0.8,0.9375
75,Product Documentation/Documentation Format-SA,9,0,9,0,1509,NA,NA,NA,NA
76,Feature Request/Paper Feed Options-SA,20,9,11,8,1490,0.45,0.5294117647058824,0.47058823529411764,0.55
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,0,4,0,1514,NA,NA,NA,NA
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,0,1517,NA,NA,NA,NA
82,Software Function/Usability: Interface-SA,0,0,0,0,1518,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,19,77,32,1390,0.19791666666666666,0.37254901960784315,0.6274509803921569,0.8020833333333334
88,Fax/Scan Function/Fax/Scan Quality-SA,7,0,7,0,1511,NA,NA,NA,NA
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,0,1514,NA,NA,NA,NA
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,10,47,9,1452,0.17543859649122806,0.5263157894736842,0.47368421052631576,0.8245614035087719
93,Overall,2109,1158,951,518,138547,0.5490753911806543,0.6909307875894988,0.30906921241050117,0.45092460881934565
