,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
54,Printing Media/Media Size-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,91,18,16,1393,0.8348623853211009,0.8504672897196262,0.14953271028037382,0.1651376146788991
56,Customer Care/Agent Follow Up-SA,2,1,1,0,1516,0.5,1.0,0.0,0.5
57,Customer Care/Agent Knowledge-SA,14,4,10,7,1497,0.2857142857142857,0.36363636363636365,0.6363636363636364,0.7142857142857143
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,1,1514,0.0,0.0,1.0,1.0
60,Customer Care/Warranty Terms-SA,1,0,1,2,1515,0.0,0.0,1.0,1.0
61,Customer Care/Agent Courtesy-SA,6,0,6,3,1509,0.0,0.0,1.0,1.0
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,4,1513,0.0,0.0,1.0,1.0
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,0,1,0,1517,NA,NA,NA,NA
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,23,31,10,1454,0.42592592592592593,0.696969696969697,0.30303030303030304,0.5740740740740741
72,Software/3rd Party Software-SA,2,0,2,1,1515,0.0,0.0,1.0,1.0
73,Software/Driver Performance-SA,12,2,10,2,1504,0.16666666666666666,0.5,0.5,0.8333333333333334
74,Product Documentation/Documentation Clarity-SA,16,0,16,3,1499,0.0,0.0,1.0,1.0
75,Product Documentation/Documentation Format-SA,9,3,6,11,1498,0.3333333333333333,0.21428571428571427,0.7857142857142857,0.6666666666666666
76,Feature Request/Paper Feed Options-SA,20,13,7,20,1478,0.65,0.3939393939393939,0.6060606060606061,0.35
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,4,0,3,1511,1.0,0.5714285714285714,0.42857142857142855,0.0
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,0,1517,NA,NA,NA,NA
82,Software Function/Usability: Interface-SA,0,0,0,0,1518,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
87,Fax/Scan Function/Fax/Scan Operation-SA,96,39,57,17,1405,0.40625,0.6964285714285714,0.30357142857142855,0.59375
88,Fax/Scan Function/Fax/Scan Quality-SA,7,1,6,1,1510,0.14285714285714285,0.5,0.5,0.8571428571428571
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,4,1510,0.0,0.0,1.0,1.0
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,22,35,11,1450,0.38596491228070173,0.6666666666666666,0.3333333333333333,0.6140350877192983
93,Overall,2109,1270,839,571,138494,0.602181128496918,0.6898424769147202,0.3101575230852797,0.39781887150308204
