,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
28,Print Quality/Duplex Printing-SA,19,5,14,3,1496,0.2631578947368421,0.625,0.375,0.7368421052631579
29,Print Quality/Print Banding-SA,1,0,1,2,1515,0.0,0.0,1.0,1.0
30,Print Quality/Print Permanence-SA,0,0,0,1,1517,NA,NA,NA,NA
31,Error Messages/Busy Message-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
32,Error Messages/Error 1007-SA,3,1,2,0,1515,0.3333333333333333,1.0,0.0,0.6666666666666666
33,Error Messages/Error 1008-SA,3,0,3,0,1515,NA,NA,NA,NA
34,Error Messages/Error 1403-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,0,1516,NA,NA,NA,NA
37,Error Messages/Error 5100-SA,0,0,0,1,1517,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,3,1,2,1512,0.75,0.6,0.4,0.25
39,Error Messages/Error 6001-SA,2,1,1,1,1515,0.5,0.5,0.5,0.5
40,Error Messages/Error B200-SA,15,9,6,1,1502,0.6,0.9,0.1,0.4
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,40,24,7,1447,0.625,0.851063829787234,0.14893617021276595,0.375
44,Error Messages/Scanner Error-SA,6,3,3,4,1508,0.5,0.42857142857142855,0.5714285714285714,0.5
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,29,9,9,1471,0.7631578947368421,0.7631578947368421,0.23684210526315788,0.23684210526315788
47,Ink/Ink Consumption-SA,85,65,20,30,1403,0.7647058823529411,0.6842105263157895,0.3157894736842105,0.23529411764705882
48,Ink/Clogged Nozzles-SA,5,0,5,4,1509,0.0,0.0,1.0,1.0
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,1,11,4,1502,0.08333333333333333,0.2,0.8,0.9166666666666666
51,Ink/Ink Level Warning-SA,9,4,5,13,1496,0.4444444444444444,0.23529411764705882,0.7647058823529411,0.5555555555555556
52,Printing Media/Paper Feed-SA,89,59,30,18,1411,0.6629213483146067,0.7662337662337663,0.23376623376623376,0.33707865168539325
53,Printing Media/CD/DVD Printing-SA,20,10,10,6,1492,0.5,0.625,0.375,0.5
54,Printing Media/Media Size-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,78,31,8,1401,0.7155963302752294,0.9069767441860465,0.09302325581395349,0.28440366972477066
56,Customer Care/Agent Follow Up-SA,2,1,1,1,1515,0.5,0.5,0.5,0.5
57,Customer Care/Agent Knowledge-SA,14,5,9,9,1495,0.35714285714285715,0.35714285714285715,0.6428571428571429,0.6428571428571429
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,0,1515,NA,NA,NA,NA
60,Customer Care/Warranty Terms-SA,1,0,1,2,1515,0.0,0.0,1.0,1.0
61,Customer Care/Agent Courtesy-SA,6,0,6,7,1505,0.0,0.0,1.0,1.0
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,0,1517,NA,NA,NA,NA
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,28,26,15,1449,0.5185185185185185,0.6511627906976745,0.3488372093023256,0.48148148148148145
72,Software/3rd Party Software-SA,2,0,2,1,1515,0.0,0.0,1.0,1.0
73,Software/Driver Performance-SA,12,3,9,11,1495,0.25,0.21428571428571427,0.7857142857142857,0.75
74,Product Documentation/Documentation Clarity-SA,16,1,15,6,1496,0.0625,0.14285714285714285,0.8571428571428571,0.9375
75,Product Documentation/Documentation Format-SA,9,3,6,11,1498,0.3333333333333333,0.21428571428571427,0.7857142857142857,0.6666666666666666
76,Feature Request/Paper Feed Options-SA,20,11,9,8,1490,0.55,0.5789473684210527,0.42105263157894735,0.45
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,3,1,2,1512,0.75,0.6,0.4,0.25
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,0,1517,NA,NA,NA,NA
82,Software Function/Usability: Interface-SA,0,0,0,0,1518,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,3,1514,0.0,0.0,1.0,1.0
87,Fax/Scan Function/Fax/Scan Operation-SA,96,36,60,11,1411,0.375,0.7659574468085106,0.23404255319148937,0.625
88,Fax/Scan Function/Fax/Scan Quality-SA,7,3,4,7,1504,0.42857142857142855,0.3,0.7,0.5714285714285714
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,0,1514,NA,NA,NA,NA
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,24,33,17,1444,0.42105263157894735,0.5853658536585366,0.4146341463414634,0.5789473684210527
93,Overall,2109,1251,858,476,138589,0.5931721194879089,0.7243775332947308,0.27562246670526924,0.406827880512091
