,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,0,1516,NA,NA,NA,NA
37,Error Messages/Error 5100-SA,0,0,0,0,1518,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,2,2,0,1514,0.5,1.0,0.0,0.5
39,Error Messages/Error 6001-SA,2,0,2,0,1516,NA,NA,NA,NA
40,Error Messages/Error B200-SA,15,11,4,0,1503,0.7333333333333333,1.0,0.0,0.26666666666666666
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,40,24,9,1445,0.625,0.8163265306122449,0.1836734693877551,0.375
44,Error Messages/Scanner Error-SA,6,3,3,0,1512,0.5,1.0,0.0,0.5
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,29,9,3,1477,0.7631578947368421,0.90625,0.09375,0.23684210526315788
47,Ink/Ink Consumption-SA,85,70,15,39,1394,0.8235294117647058,0.6422018348623854,0.3577981651376147,0.17647058823529413
48,Ink/Clogged Nozzles-SA,5,0,5,1,1512,0.0,0.0,1.0,1.0
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,0,12,2,1504,0.0,0.0,1.0,1.0
51,Ink/Ink Level Warning-SA,9,5,4,15,1494,0.5555555555555556,0.25,0.75,0.4444444444444444
52,Printing Media/Paper Feed-SA,89,56,33,16,1413,0.6292134831460674,0.7777777777777778,0.2222222222222222,0.3707865168539326
53,Printing Media/CD/DVD Printing-SA,20,9,11,5,1493,0.45,0.6428571428571429,0.35714285714285715,0.55
54,Printing Media/Media Size-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,82,27,13,1396,0.7522935779816514,0.8631578947368421,0.1368421052631579,0.24770642201834864
56,Customer Care/Agent Follow Up-SA,2,1,1,0,1516,0.5,1.0,0.0,0.5
57,Customer Care/Agent Knowledge-SA,14,6,8,6,1498,0.42857142857142855,0.5,0.5,0.5714285714285714
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,2,1513,0.0,0.0,1.0,1.0
60,Customer Care/Warranty Terms-SA,1,0,1,4,1513,0.0,0.0,1.0,1.0
61,Customer Care/Agent Courtesy-SA,6,3,3,6,1506,0.5,0.3333333333333333,0.6666666666666666,0.5
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,2,1515,0.0,0.0,1.0,1.0
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,14,40,3,1461,0.25925925925925924,0.8235294117647058,0.17647058823529413,0.7407407407407407
72,Software/3rd Party Software-SA,2,0,2,0,1516,NA,NA,NA,NA
73,Software/Driver Performance-SA,12,3,9,2,1504,0.25,0.6,0.4,0.75
74,Product Documentation/Documentation Clarity-SA,16,0,16,11,1491,0.0,0.0,1.0,1.0
75,Product Documentation/Documentation Format-SA,9,1,8,4,1505,0.1111111111111111,0.2,0.8,0.8888888888888888
76,Feature Request/Paper Feed Options-SA,20,13,7,13,1485,0.65,0.5,0.5,0.35
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,4,0,11,1503,1.0,0.26666666666666666,0.7333333333333333,0.0
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
82,Software Function/Usability: Interface-SA,0,0,0,0,1518,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,46,50,12,1410,0.4791666666666667,0.7931034482758621,0.20689655172413793,0.5208333333333334
88,Fax/Scan Function/Fax/Scan Quality-SA,7,2,5,0,1511,0.2857142857142857,1.0,0.0,0.7142857142857143
89,Fax/Scan Function/Fax/Scan Speed-SA,4,1,3,2,1512,0.25,0.3333333333333333,0.6666666666666666,0.75
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,29,28,40,1421,0.5087719298245614,0.42028985507246375,0.5797101449275363,0.49122807017543857
93,Overall,2109,1318,791,568,138497,0.6249407302038881,0.6988335100742312,0.30116648992576883,0.3750592697961119
