,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
34,Error Messages/Error 1403-SA,1,0,1,0,1517,NA,NA,NA,NA
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,0,1516,NA,NA,NA,NA
37,Error Messages/Error 5100-SA,0,0,0,0,1518,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,3,1,1,1513,0.75,0.75,0.25,0.25
39,Error Messages/Error 6001-SA,2,0,2,0,1516,NA,NA,NA,NA
40,Error Messages/Error B200-SA,15,9,6,2,1501,0.6,0.8181818181818182,0.18181818181818182,0.4
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,28,36,3,1451,0.4375,0.9032258064516129,0.0967741935483871,0.5625
44,Error Messages/Scanner Error-SA,6,2,4,0,1512,0.3333333333333333,1.0,0.0,0.6666666666666666
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,21,17,5,1475,0.5526315789473685,0.8076923076923077,0.19230769230769232,0.4473684210526316
47,Ink/Ink Consumption-SA,85,58,27,17,1416,0.6823529411764706,0.7733333333333333,0.22666666666666666,0.3176470588235294
48,Ink/Clogged Nozzles-SA,5,0,5,0,1513,NA,NA,NA,NA
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,0,12,0,1506,NA,NA,NA,NA
51,Ink/Ink Level Warning-SA,9,3,6,10,1499,0.3333333333333333,0.23076923076923078,0.7692307692307693,0.6666666666666666
52,Printing Media/Paper Feed-SA,89,57,32,11,1418,0.6404494382022472,0.8382352941176471,0.16176470588235295,0.3595505617977528
53,Printing Media/CD/DVD Printing-SA,20,10,10,1,1497,0.5,0.9090909090909091,0.09090909090909091,0.5
54,Printing Media/Media Size-SA,4,0,4,3,1511,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,81,28,15,1394,0.7431192660550459,0.84375,0.15625,0.25688073394495414
56,Customer Care/Agent Follow Up-SA,2,0,2,0,1516,NA,NA,NA,NA
57,Customer Care/Agent Knowledge-SA,14,2,12,3,1501,0.14285714285714285,0.4,0.6,0.8571428571428571
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,1,1514,0.0,0.0,1.0,1.0
60,Customer Care/Warranty Terms-SA,1,0,1,3,1514,0.0,0.0,1.0,1.0
61,Customer Care/Agent Courtesy-SA,6,0,6,0,1512,NA,NA,NA,NA
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,0,1517,NA,NA,NA,NA
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,0,1,0,1517,NA,NA,NA,NA
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,21,33,9,1455,0.3888888888888889,0.7,0.3,0.6111111111111112
72,Software/3rd Party Software-SA,2,0,2,0,1516,NA,NA,NA,NA
73,Software/Driver Performance-SA,12,1,11,1,1505,0.08333333333333333,0.5,0.5,0.9166666666666666
74,Product Documentation/Documentation Clarity-SA,16,1,15,4,1498,0.0625,0.2,0.8,0.9375
75,Product Documentation/Documentation Format-SA,9,1,8,3,1506,0.1111111111111111,0.25,0.75,0.8888888888888888
76,Feature Request/Paper Feed Options-SA,20,13,7,15,1483,0.65,0.4642857142857143,0.5357142857142857,0.35
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,4,0,1,1513,1.0,0.8,0.2,0.0
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
82,Software Function/Usability: Interface-SA,0,0,0,0,1518,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,34,62,15,1407,0.3541666666666667,0.6938775510204082,0.30612244897959184,0.6458333333333334
88,Fax/Scan Function/Fax/Scan Quality-SA,7,1,6,0,1511,0.14285714285714285,1.0,0.0,0.8571428571428571
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,0,1514,NA,NA,NA,NA
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,31,26,39,1422,0.543859649122807,0.44285714285714284,0.5571428571428572,0.45614035087719296
93,Overall,2109,1203,906,435,138630,0.5704125177809388,0.7344322344322345,0.26556776556776557,0.4295874822190612
