,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
37,Error Messages/Error 5100-SA,0,0,0,1,1517,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,1,3,1,1513,0.25,0.5,0.5,0.75
39,Error Messages/Error 6001-SA,2,0,2,0,1516,NA,NA,NA,NA
40,Error Messages/Error B200-SA,15,7,8,2,1501,0.4666666666666667,0.7777777777777778,0.2222222222222222,0.5333333333333333
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,39,25,12,1442,0.609375,0.7647058823529411,0.23529411764705882,0.390625
44,Error Messages/Scanner Error-SA,6,3,3,1,1511,0.5,0.75,0.25,0.5
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,21,17,3,1477,0.5526315789473685,0.875,0.125,0.4473684210526316
47,Ink/Ink Consumption-SA,85,57,28,22,1411,0.6705882352941176,0.7215189873417721,0.27848101265822783,0.32941176470588235
48,Ink/Clogged Nozzles-SA,5,0,5,1,1512,0.0,0.0,1.0,1.0
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,2,10,6,1500,0.16666666666666666,0.25,0.75,0.8333333333333334
51,Ink/Ink Level Warning-SA,9,3,6,3,1506,0.3333333333333333,0.5,0.5,0.6666666666666666
52,Printing Media/Paper Feed-SA,89,65,24,25,1404,0.7303370786516854,0.7222222222222222,0.2777777777777778,0.2696629213483146
53,Printing Media/CD/DVD Printing-SA,20,8,12,1,1497,0.4,0.8888888888888888,0.1111111111111111,0.6
54,Printing Media/Media Size-SA,4,0,4,6,1508,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,78,31,15,1394,0.7155963302752294,0.8387096774193549,0.16129032258064516,0.28440366972477066
56,Customer Care/Agent Follow Up-SA,2,0,2,0,1516,NA,NA,NA,NA
57,Customer Care/Agent Knowledge-SA,14,7,7,12,1492,0.5,0.3684210526315789,0.631578947368421,0.5
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,0,1515,NA,NA,NA,NA
60,Customer Care/Warranty Terms-SA,1,0,1,0,1517,NA,NA,NA,NA
61,Customer Care/Agent Courtesy-SA,6,1,5,4,1508,0.16666666666666666,0.2,0.8,0.8333333333333334
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,0,1517,NA,NA,NA,NA
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,21,33,6,1458,0.3888888888888889,0.7777777777777778,0.2222222222222222,0.6111111111111112
72,Software/3rd Party Software-SA,2,0,2,1,1515,0.0,0.0,1.0,1.0
73,Software/Driver Performance-SA,12,3,9,8,1498,0.25,0.2727272727272727,0.7272727272727273,0.75
74,Product Documentation/Documentation Clarity-SA,16,2,14,3,1499,0.125,0.4,0.6,0.875
75,Product Documentation/Documentation Format-SA,9,2,7,0,1509,0.2222222222222222,1.0,0.0,0.7777777777777778
76,Feature Request/Paper Feed Options-SA,20,11,9,13,1485,0.55,0.4583333333333333,0.5416666666666666,0.45
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,4,0,1,1513,1.0,0.8,0.2,0.0
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,0,1517,NA,NA,NA,NA
82,Software Function/Usability: Interface-SA,0,0,0,0,1518,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,37,59,13,1409,0.3854166666666667,0.74,0.26,0.6145833333333334
88,Fax/Scan Function/Fax/Scan Quality-SA,7,2,5,1,1510,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.7142857142857143
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,0,1514,NA,NA,NA,NA
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,27,30,42,1419,0.47368421052631576,0.391304347826087,0.6086956521739131,0.5263157894736842
93,Overall,2109,1260,849,509,138556,0.5974395448079659,0.7122668174109666,0.28773318258903335,0.40256045519203415
