,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
57,Customer Care/Agent Knowledge-SA,14,0,14,0,1504,NA,NA,NA,NA
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,0,1515,NA,NA,NA,NA
60,Customer Care/Warranty Terms-SA,1,0,1,0,1517,NA,NA,NA,NA
61,Customer Care/Agent Courtesy-SA,6,0,6,0,1512,NA,NA,NA,NA
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,0,1517,NA,NA,NA,NA
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,0,1,0,1517,NA,NA,NA,NA
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,0,54,0,1464,NA,NA,NA,NA
72,Software/3rd Party Software-SA,2,0,2,0,1516,NA,NA,NA,NA
73,Software/Driver Performance-SA,12,0,12,0,1506,NA,NA,NA,NA
74,Product Documentation/Documentation Clarity-SA,16,0,16,0,1502,NA,NA,NA,NA
75,Product Documentation/Documentation Format-SA,9,0,9,0,1509,NA,NA,NA,NA
76,Feature Request/Paper Feed Options-SA,20,0,20,0,1498,NA,NA,NA,NA
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,0,4,0,1514,NA,NA,NA,NA
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,0,1517,NA,NA,NA,NA
82,Software Function/Usability: Interface-SA,0,0,0,0,1518,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,0,96,0,1422,NA,NA,NA,NA
88,Fax/Scan Function/Fax/Scan Quality-SA,7,0,7,0,1511,NA,NA,NA,NA
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,0,1514,NA,NA,NA,NA
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,0,57,0,1461,NA,NA,NA,NA
93,Overall,2109,137,1972,79,138986,0.0649596965386439,0.6342592592592593,0.36574074074074076,0.9350403034613561
