,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
30,Print Quality/Print Permanence-SA,0,0,0,0,1518,NA,NA,NA,NA
31,Error Messages/Busy Message-SA,1,0,1,0,1517,NA,NA,NA,NA
32,Error Messages/Error 1007-SA,3,1,2,4,1511,0.3333333333333333,0.2,0.8,0.6666666666666666
33,Error Messages/Error 1008-SA,3,0,3,0,1515,NA,NA,NA,NA
34,Error Messages/Error 1403-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,0,1516,NA,NA,NA,NA
37,Error Messages/Error 5100-SA,0,0,0,1,1517,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,4,0,0,1514,1.0,1.0,0.0,0.0
39,Error Messages/Error 6001-SA,2,0,2,0,1516,NA,NA,NA,NA
40,Error Messages/Error B200-SA,15,11,4,0,1503,0.7333333333333333,1.0,0.0,0.26666666666666666
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,29,35,2,1452,0.453125,0.9354838709677419,0.06451612903225806,0.546875
44,Error Messages/Scanner Error-SA,6,4,2,0,1512,0.6666666666666666,1.0,0.0,0.3333333333333333
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,26,12,1,1479,0.6842105263157895,0.9629629629629629,0.037037037037037035,0.3157894736842105
47,Ink/Ink Consumption-SA,85,64,21,29,1404,0.7529411764705882,0.6881720430107527,0.3118279569892473,0.24705882352941178
48,Ink/Clogged Nozzles-SA,5,0,5,2,1511,0.0,0.0,1.0,1.0
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,1,11,3,1503,0.08333333333333333,0.25,0.75,0.9166666666666666
51,Ink/Ink Level Warning-SA,9,4,5,8,1501,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.5555555555555556
52,Printing Media/Paper Feed-SA,89,60,29,12,1417,0.6741573033707865,0.8333333333333334,0.16666666666666666,0.3258426966292135
53,Printing Media/CD/DVD Printing-SA,20,12,8,5,1493,0.6,0.7058823529411765,0.29411764705882354,0.4
54,Printing Media/Media Size-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,88,21,13,1396,0.8073394495412844,0.8712871287128713,0.12871287128712872,0.1926605504587156
56,Customer Care/Agent Follow Up-SA,2,1,1,0,1516,0.5,1.0,0.0,0.5
57,Customer Care/Agent Knowledge-SA,14,5,9,14,1490,0.35714285714285715,0.2631578947368421,0.7368421052631579,0.6428571428571429
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,2,1513,0.0,0.0,1.0,1.0
60,Customer Care/Warranty Terms-SA,1,0,1,4,1513,0.0,0.0,1.0,1.0
61,Customer Care/Agent Courtesy-SA,6,1,5,9,1503,0.16666666666666666,0.1,0.9,0.8333333333333334
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,3,1514,0.0,0.0,1.0,1.0
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,1,0,2,1515,1.0,0.3333333333333333,0.6666666666666666,0.0
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,19,35,6,1458,0.35185185185185186,0.76,0.24,0.6481481481481481
72,Software/3rd Party Software-SA,2,0,2,2,1514,0.0,0.0,1.0,1.0
73,Software/Driver Performance-SA,12,2,10,4,1502,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334
74,Product Documentation/Documentation Clarity-SA,16,4,12,11,1491,0.25,0.26666666666666666,0.7333333333333333,0.75
75,Product Documentation/Documentation Format-SA,9,1,8,6,1503,0.1111111111111111,0.14285714285714285,0.8571428571428571,0.8888888888888888
76,Feature Request/Paper Feed Options-SA,20,13,7,12,1486,0.65,0.52,0.48,0.35
77,Feature Request/Touchscreen-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,4,0,2,1512,1.0,0.6666666666666666,0.3333333333333333,0.0
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
82,Software Function/Usability: Interface-SA,0,0,0,1,1517,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
87,Fax/Scan Function/Fax/Scan Operation-SA,96,35,61,20,1402,0.3645833333333333,0.6363636363636364,0.36363636363636365,0.6354166666666666
88,Fax/Scan Function/Fax/Scan Quality-SA,7,2,5,2,1509,0.2857142857142857,0.5,0.5,0.7142857142857143
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,3,1511,0.0,0.0,1.0,1.0
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,29,28,19,1442,0.5087719298245614,0.6041666666666666,0.3958333333333333,0.49122807017543857
93,Overall,2109,1327,782,535,138530,0.629208155523945,0.7126745435016112,0.2873254564983888,0.370791844476055
