,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
69,Customer Care/3rd Party Extended-SA,1,1,0,1,1516,1.0,0.5,0.5,0.0
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,22,32,6,1458,0.4074074074074074,0.7857142857142857,0.21428571428571427,0.5925925925925926
72,Software/3rd Party Software-SA,2,0,2,1,1515,0.0,0.0,1.0,1.0
73,Software/Driver Performance-SA,12,2,10,2,1504,0.16666666666666666,0.5,0.5,0.8333333333333334
74,Product Documentation/Documentation Clarity-SA,16,1,15,3,1499,0.0625,0.25,0.75,0.9375
75,Product Documentation/Documentation Format-SA,9,2,7,5,1504,0.2222222222222222,0.2857142857142857,0.7142857142857143,0.7777777777777778
76,Feature Request/Paper Feed Options-SA,20,10,10,7,1491,0.5,0.5882352941176471,0.4117647058823529,0.5
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,4,0,2,1512,1.0,0.6666666666666666,0.3333333333333333,0.0
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
82,Software Function/Usability: Interface-SA,0,0,0,1,1517,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,30,66,22,1400,0.3125,0.5769230769230769,0.4230769230769231,0.6875
88,Fax/Scan Function/Fax/Scan Quality-SA,7,3,4,5,1506,0.42857142857142855,0.375,0.625,0.5714285714285714
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,2,1512,0.0,0.0,1.0,1.0
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,24,33,10,1451,0.42105263157894735,0.7058823529411765,0.29411764705882354,0.5789473684210527
93,Overall,2109,1268,841,512,138553,0.6012328117591276,0.7123595505617978,0.2876404494382023,0.39876718824087243
