,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
34,Error Messages/Error 1403-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,1,1515,0.0,0.0,1.0,1.0
37,Error Messages/Error 5100-SA,0,0,0,0,1518,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,3,1,8,1506,0.75,0.2727272727272727,0.7272727272727273,0.25
39,Error Messages/Error 6001-SA,2,2,0,5,1511,1.0,0.2857142857142857,0.7142857142857143,0.0
40,Error Messages/Error B200-SA,15,12,3,0,1503,0.8,1.0,0.0,0.2
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,37,27,6,1448,0.578125,0.8604651162790697,0.13953488372093023,0.421875
44,Error Messages/Scanner Error-SA,6,3,3,3,1509,0.5,0.5,0.5,0.5
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,30,8,19,1461,0.7894736842105263,0.6122448979591837,0.3877551020408163,0.21052631578947367
47,Ink/Ink Consumption-SA,85,70,15,52,1381,0.8235294117647058,0.5737704918032787,0.4262295081967213,0.17647058823529413
48,Ink/Clogged Nozzles-SA,5,1,4,7,1506,0.2,0.125,0.875,0.8
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,4,8,39,1467,0.3333333333333333,0.09302325581395349,0.9069767441860465,0.6666666666666666
51,Ink/Ink Level Warning-SA,9,5,4,18,1491,0.5555555555555556,0.21739130434782608,0.782608695652174,0.4444444444444444
52,Printing Media/Paper Feed-SA,89,58,31,18,1411,0.651685393258427,0.7631578947368421,0.23684210526315788,0.34831460674157305
53,Printing Media/CD/DVD Printing-SA,20,10,10,6,1492,0.5,0.625,0.375,0.5
54,Printing Media/Media Size-SA,4,0,4,9,1505,0.0,0.0,1.0,1.0
55,Retail Experience/Selling Price-SA,109,78,31,14,1395,0.7155963302752294,0.8478260869565217,0.15217391304347827,0.28440366972477066
56,Customer Care/Agent Follow Up-SA,2,1,1,0,1516,0.5,1.0,0.0,0.5
57,Customer Care/Agent Knowledge-SA,14,7,7,14,1490,0.5,0.3333333333333333,0.6666666666666666,0.5
58,Customer Care/Email Support-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
59,Customer Care/Hours of Operation-SA,3,0,3,0,1515,NA,NA,NA,NA
60,Customer Care/Warranty Terms-SA,1,1,0,2,1515,1.0,0.3333333333333333,0.6666666666666666,0.0
61,Customer Care/Agent Courtesy-SA,6,3,3,16,1496,0.5,0.15789473684210525,0.8421052631578947,0.5
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,2,1515,0.0,0.0,1.0,1.0
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,19,35,7,1457,0.35185185185185186,0.7307692307692307,0.2692307692307692,0.6481481481481481
72,Software/3rd Party Software-SA,2,0,2,5,1511,0.0,0.0,1.0,1.0
73,Software/Driver Performance-SA,12,3,9,12,1494,0.25,0.2,0.8,0.75
74,Product Documentation/Documentation Clarity-SA,16,2,14,3,1499,0.125,0.4,0.6,0.875
75,Product Documentation/Documentation Format-SA,9,2,7,13,1496,0.2222222222222222,0.13333333333333333,0.8666666666666667,0.7777777777777778
76,Feature Request/Paper Feed Options-SA,20,12,8,15,1483,0.6,0.4444444444444444,0.5555555555555556,0.4
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,3,1,2,1512,0.75,0.6,0.4,0.25
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,0,1517,NA,NA,NA,NA
82,Software Function/Usability: Interface-SA,0,0,0,1,1517,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
87,Fax/Scan Function/Fax/Scan Operation-SA,96,38,58,21,1401,0.3958333333333333,0.6440677966101694,0.3559322033898305,0.6041666666666666
88,Fax/Scan Function/Fax/Scan Quality-SA,7,2,5,0,1511,0.2857142857142857,1.0,0.0,0.7142857142857143
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,2,1512,0.0,0.0,1.0,1.0
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,27,30,16,1445,0.47368421052631576,0.627906976744186,0.37209302325581395,0.5263157894736842
93,Overall,2109,1273,836,688,138377,0.6036036036036037,0.649158592554819,0.35084140744518105,0.3963963963963964
